_id,localId,documentType,createdBy,store,document,createdAt,updatedAt,__v
65565f5d01f9fe28b8505053,payment_rsVh_W9Met0Fsb6O,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505054,payment_ruZix3dxK1xD_SEC,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505055,payment_s3pjiCtuh26eOhYs,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505056,payment_s4VgqMU3iiBmJRdq,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505057,payment_s6ZJBO71MVW6apm7,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505058,payment_sTZ-f7l7xv3MFtRJ,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505059,payment_sWxVj3pnaDiMOrK5,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850505a,payment_seqS7LhazMUX9AUL,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850505b,payment_sgu_JpBNogTI2OLf,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850505c,payment_sj3QoZ0uG8reLgEI,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850505d,payment_spHbx0LrkhvnNtBL,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850505e,payment_srGYllEIYOyignND,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850505f,payment_t0K7HU6rPoNRFT2d,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505060,payment_t0MoEPaUpy82jA2l,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505061,payment_t6P3ny318nKMz2F8,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505062,payment_tOkQ56HCTWTH3D17,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505063,payment_tRTMRo6Pw3oZM9Xu,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505064,payment_tXQK-Z32SNIa4o35,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505065,payment_t_L5mI3svKmVT9iL,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505066,payment_toIZPm9Hnv_exPWx,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505067,payment_trUOThznFBV2qXH5,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505068,payment_tsO89Kup4Fjr-npL,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505069,payment_tspj9TnZvVzubFdc,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850506a,payment_ttPp3IYOmvmOGA03,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850506b,payment_txlTSKvLb3xygBAv,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850506c,payment_u44o0nmuhxhSLyvI,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850506d,payment_uEhESFpOc5IROIuI,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850506e,payment_uHkHn3Fa8OiGXKFf,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850506f,payment_uKlC4sGCJW8gW-VG,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505070,payment_uL0bugo97JMyHeWG,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505071,payment_uMYpFaUBn8XtY4mM,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505072,payment_uQT65VUhaLUgR_dZ,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505073,payment_uRXQiK_LCEZs7QPY,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505074,payment_uZhO09igpBz98TD7,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505075,payment_u_TF8g0E14u-6oWS,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505076,payment_ucPI7A38FbJ6lauv,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505077,payment_uvoIYYTaVWpli96L,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505078,payment_uwUjZah4axcx6u8I,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505079,payment_uxjiBO5kk5_pB4aw,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850507a,payment_v756ybWHSFZ8DniC,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850507b,payment_vEFJ9x5gW8TOj29x,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850507c,payment_vLbHaMjwCjNm1SGU,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850507d,payment_vV98yjXuFRUS5aqL,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850507e,payment_vcm6k4QcvRUq7A1c,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b850507f,payment_vhPS_3wpaXp5sxXl,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505080,payment_vidh9RSofChY-qRW,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505081,payment_vlzjhC8-3Oxpo3Gr,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505082,payment_vrguPhTk2NxG583Q,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505083,payment_vzWt8xNMTX04EVF7,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505084,payment_wCM5vLNkSc68ME9z,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505085,payment_wN19QUNtI1ktLPcK,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505086,payment_wOHtAeZx0CduiVIT,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
65565f5d01f9fe28b8505087,payment_wZoTxgWa0KHe6Kaq,payment,,65565f5f01f9fe28b8505d64,[object Object],Thu Nov 16 2023 19:28:47 GMT+0100 (West Africa Standard Time),Mon Nov 27 2023 12:51:21 GMT+0100 (West Africa Standard Time),0
